shift_description,date,start_time,end_time,duration_minutes,shift_id,task,invigilator_id,weekday,campus
"Thứ 4, 03/06/2026, Ca 3: 13g00-15g30",2026-06-03,13:00,15:30,150,20260603_3,DiAn_CBCT,CB016,Thứ 4,Cơ sở 2
"Thứ 4, 03/06/2026, Ca 3: 13g00-15g30",2026-06-03,13:00,15:30,150,20260603_3,DiAn_CBCT,CB017,Thứ 4,Cơ sở 2
"Thứ 4, 03/06/2026, Ca 3: 13g00-15g30",2026-06-03,13:00,15:30,150,20260603_3,DiAn_CBCT,CB018,Thứ 4,Cơ sở 2
"Thứ 4, 03/06/2026, Ca 3: 13g00-15g30",2026-06-03,13:00,15:30,150,20260603_3,DiAn_CBCT,CB019,Thứ 4,Cơ sở 2
"Thứ 4, 03/06/2026, Ca 3: 13g00-15g30",2026-06-03,13:00,15:30,150,20260603_3,DiAn_CBCT,CB044,Thứ 4,Cơ sở 2
"Thứ 4, 03/06/2026, Ca 3: 13g00-15g30",2026-06-03,13:00,15:30,150,20260603_3,DiAn_CBCT,CB021,Thứ 4,Cơ sở 2
"Thứ 4, 03/06/2026, Ca 3: 13g00-15g30",2026-06-03,13:00,15:30,150,20260603_3,DiAn_CBCT,CB025,Thứ 4,Cơ sở 2
"Thứ 4, 03/06/2026, Ca 3: 13g00-15g30",2026-06-03,13:00,15:30,150,20260603_3,DiAn_CBCT,CB022,Thứ 4,Cơ sở 2
"Thứ 4, 03/06/2026, Ca 3: 13g00-15g30",2026-06-03,13:00,15:30,150,20260603_3,DiAn_CBCT,CB040,Thứ 4,Cơ sở 2
"Thứ 4, 03/06/2026, Ca 3: 13g00-15g30",2026-06-03,13:00,15:30,150,20260603_3,DiAn_CBCT,CB023,Thứ 4,Cơ sở 2
"Thứ 4, 03/06/2026, Ca 3: 13g00-15g30",2026-06-03,13:00,15:30,150,20260603_3,DiAn_CBCT,CB024,Thứ 4,Cơ sở 2
"Thứ 4, 03/06/2026, Ca 3: 13g00-15g30",2026-06-03,13:00,15:30,150,20260603_3,DiAn_CBCT,CB026,Thứ 4,Cơ sở 2
"Thứ 4, 03/06/2026, Ca 3: 13g00-15g30",2026-06-03,13:00,15:30,150,20260603_3,DiAn_CBCT,CB030,Thứ 4,Cơ sở 2
"Thứ 4, 03/06/2026, Ca 3: 13g00-15g30",2026-06-03,13:00,15:30,150,20260603_3,DiAn_CBCT,CB031,Thứ 4,Cơ sở 2
"Thứ 4, 03/06/2026, Ca 3: 13g00-15g30",2026-06-03,13:00,15:30,150,20260603_3,DiAn_CBCT,CB045,Thứ 4,Cơ sở 2
"Thứ 4, 03/06/2026, Ca 3: 13g00-15g30",2026-06-03,13:00,15:30,150,20260603_3,DiAn_CBCT,CB033,Thứ 4,Cơ sở 2
"Thứ 4, 03/06/2026, Ca 3: 13g00-15g30",2026-06-03,13:00,15:30,150,20260603_3,DiAn_CBCT,CB034,Thứ 4,Cơ sở 2
"Thứ 4, 03/06/2026, Ca 3: 13g00-15g30",2026-06-03,13:00,15:30,150,20260603_3,DiAn_CBCT,CB035,Thứ 4,Cơ sở 2
"Thứ 4, 03/06/2026, Ca 3: 13g00-15g30",2026-06-03,13:00,15:30,150,20260603_3,DiAn_CBCT,CB036,Thứ 4,Cơ sở 2
"Thứ 4, 03/06/2026, Ca 3: 13g00-15g30",2026-06-03,13:00,15:30,150,20260603_3,DiAn_CBCT,CB054,Thứ 4,Cơ sở 2
"Thứ 4, 03/06/2026, Ca 3: 13g00-15g30",2026-06-03,13:00,15:30,150,20260603_3,DiAn_CBCT,CB038,Thứ 4,Cơ sở 2
"Thứ 4, 03/06/2026, Ca 3: 13g00-15g30",2026-06-03,13:00,15:30,150,20260603_3,DiAn_CBCT,CB062,Thứ 4,Cơ sở 2
"Thứ 4, 03/06/2026, Ca 3: 13g00-15g30",2026-06-03,13:00,15:30,150,20260603_3,DiAn_CBCT,CB070,Thứ 4,Cơ sở 2
"Thứ 4, 03/06/2026, Ca 3: 13g00-15g30",2026-06-03,13:00,15:30,150,20260603_3,DiAn_CBCT,CB007,Thứ 4,Cơ sở 2
"Thứ 4, 03/06/2026, Ca 3: 13g00-15g30",2026-06-03,13:00,15:30,150,20260603_3,DiAn_CBCT,CB041,Thứ 4,Cơ sở 2
"Thứ 4, 03/06/2026, Ca 3: 13g00-15g30",2026-06-03,13:00,15:30,150,20260603_3,DiAn_Thư ký,CB042,Thứ 4,Cơ sở 2
"Thứ 4, 03/06/2026, Ca 4: 15g30-18g00",2026-06-03,15:30,18:00,150,20260603_4,DiAn_CBCT,CB012,Thứ 4,Cơ sở 2
"Thứ 4, 03/06/2026, Ca 4: 15g30-18g00",2026-06-03,15:30,18:00,150,20260603_4,DiAn_CBCT,CB013,Thứ 4,Cơ sở 2
"Thứ 4, 03/06/2026, Ca 4: 15g30-18g00",2026-06-03,15:30,18:00,150,20260603_4,DiAn_CBCT,CB047,Thứ 4,Cơ sở 2
"Thứ 4, 03/06/2026, Ca 4: 15g30-18g00",2026-06-03,15:30,18:00,150,20260603_4,DiAn_CBCT,CB015,Thứ 4,Cơ sở 2
"Thứ 4, 03/06/2026, Ca 4: 15g30-18g00",2026-06-03,15:30,18:00,150,20260603_4,DiAn_CBCT,CB016,Thứ 4,Cơ sở 2
"Thứ 4, 03/06/2026, Ca 4: 15g30-18g00",2026-06-03,15:30,18:00,150,20260603_4,DiAn_CBCT,CB017,Thứ 4,Cơ sở 2
"Thứ 4, 03/06/2026, Ca 4: 15g30-18g00",2026-06-03,15:30,18:00,150,20260603_4,DiAn_CBCT,CB019,Thứ 4,Cơ sở 2
"Thứ 4, 03/06/2026, Ca 4: 15g30-18g00",2026-06-03,15:30,18:00,150,20260603_4,DiAn_CBCT,CB021,Thứ 4,Cơ sở 2
"Thứ 4, 03/06/2026, Ca 4: 15g30-18g00",2026-06-03,15:30,18:00,150,20260603_4,DiAn_CBCT,CB022,Thứ 4,Cơ sở 2
"Thứ 4, 03/06/2026, Ca 4: 15g30-18g00",2026-06-03,15:30,18:00,150,20260603_4,DiAn_CBCT,CB040,Thứ 4,Cơ sở 2
"Thứ 4, 03/06/2026, Ca 4: 15g30-18g00",2026-06-03,15:30,18:00,150,20260603_4,DiAn_CBCT,CB023,Thứ 4,Cơ sở 2
"Thứ 4, 03/06/2026, Ca 4: 15g30-18g00",2026-06-03,15:30,18:00,150,20260603_4,DiAn_CBCT,CB024,Thứ 4,Cơ sở 2
"Thứ 4, 03/06/2026, Ca 4: 15g30-18g00",2026-06-03,15:30,18:00,150,20260603_4,DiAn_CBCT,CB026,Thứ 4,Cơ sở 2
"Thứ 4, 03/06/2026, Ca 4: 15g30-18g00",2026-06-03,15:30,18:00,150,20260603_4,DiAn_CBCT,CB031,Thứ 4,Cơ sở 2
"Thứ 4, 03/06/2026, Ca 4: 15g30-18g00",2026-06-03,15:30,18:00,150,20260603_4,DiAn_CBCT,CB045,Thứ 4,Cơ sở 2
"Thứ 4, 03/06/2026, Ca 4: 15g30-18g00",2026-06-03,15:30,18:00,150,20260603_4,DiAn_CBCT,CB033,Thứ 4,Cơ sở 2
"Thứ 4, 03/06/2026, Ca 4: 15g30-18g00",2026-06-03,15:30,18:00,150,20260603_4,DiAn_CBCT,CB035,Thứ 4,Cơ sở 2
"Thứ 4, 03/06/2026, Ca 4: 15g30-18g00",2026-06-03,15:30,18:00,150,20260603_4,DiAn_CBCT,CB036,Thứ 4,Cơ sở 2
"Thứ 4, 03/06/2026, Ca 4: 15g30-18g00",2026-06-03,15:30,18:00,150,20260603_4,DiAn_CBCT,CB038,Thứ 4,Cơ sở 2
"Thứ 4, 03/06/2026, Ca 4: 15g30-18g00",2026-06-03,15:30,18:00,150,20260603_4,DiAn_CBCT,CB070,Thứ 4,Cơ sở 2
"Thứ 4, 03/06/2026, Ca 4: 15g30-18g00",2026-06-03,15:30,18:00,150,20260603_4,DiAn_Thư ký,CB007,Thứ 4,Cơ sở 2
"Thứ 5, 04/06/2026, Ca 1: 07g00-09g30",2026-06-04,07:00,09:30,150,20260604_1,DiAn_CBCT,CB038,Thứ 5,Cơ sở 2
"Thứ 5, 04/06/2026, Ca 1: 07g00-09g30",2026-06-04,07:00,09:30,150,20260604_1,DiAn_CBCT,CB007,Thứ 5,Cơ sở 2
"Thứ 5, 04/06/2026, Ca 1: 07g00-09g30",2026-06-04,07:00,09:30,150,20260604_1,DiAn_CBCT,CB043,Thứ 5,Cơ sở 2
"Thứ 5, 04/06/2026, Ca 1: 07g00-09g30",2026-06-04,07:00,09:30,150,20260604_1,DiAn_CBCT,CB008,Thứ 5,Cơ sở 2
"Thứ 5, 04/06/2026, Ca 1: 07g00-09g30",2026-06-04,07:00,09:30,150,20260604_1,DiAn_CBCT,CB053,Thứ 5,Cơ sở 2
"Thứ 5, 04/06/2026, Ca 1: 07g00-09g30",2026-06-04,07:00,09:30,150,20260604_1,DiAn_CBCT,CB056,Thứ 5,Cơ sở 2
"Thứ 5, 04/06/2026, Ca 1: 07g00-09g30",2026-06-04,07:00,09:30,150,20260604_1,DiAn_CBCT,CB014,Thứ 5,Cơ sở 2
"Thứ 5, 04/06/2026, Ca 1: 07g00-09g30",2026-06-04,07:00,09:30,150,20260604_1,DiAn_CBCT,CB058,Thứ 5,Cơ sở 2
"Thứ 5, 04/06/2026, Ca 1: 07g00-09g30",2026-06-04,07:00,09:30,150,20260604_1,DiAn_CBCT,CB062,Thứ 5,Cơ sở 2
"Thứ 5, 04/06/2026, Ca 1: 07g00-09g30",2026-06-04,07:00,09:30,150,20260604_1,DiAn_Thư ký,CB042,Thứ 5,Cơ sở 2
"Thứ 5, 04/06/2026, Ca 2: 09g30-12g00",2026-06-04,09:30,12:00,150,20260604_2,DiAn_Thư ký,CB062,Thứ 5,Cơ sở 2
"Thứ 5, 04/06/2026, Ca 2: 09g30-12g00",2026-06-04,09:30,12:00,150,20260604_2,DiAn_Thư ký,CB042,Thứ 5,Cơ sở 2
"Thứ 5, 04/06/2026, Ca 2: 09g30-12g00",2026-06-04,09:30,12:00,150,20260604_2,DiAn_Thư ký,CB053,Thứ 5,Cơ sở 2
"Thứ 5, 04/06/2026, Ca 2: 09g30-12g00",2026-06-04,09:30,12:00,150,20260604_2,DiAn_Thư ký,CB056,Thứ 5,Cơ sở 2
"Thứ 5, 04/06/2026, Ca 2: 09g30-12g00",2026-06-04,09:30,12:00,150,20260604_2,LTK_CBCT,CB031,Thứ 5,Cơ sở 1
"Thứ 5, 04/06/2026, Ca 2: 09g30-12g00",2026-06-04,09:30,12:00,150,20260604_2,LTK_CBCT,CB034,Thứ 5,Cơ sở 1
"Thứ 5, 04/06/2026, Ca 2: 09g30-12g00",2026-06-04,09:30,12:00,150,20260604_2,LTK_CBCT,CB041,Thứ 5,Cơ sở 1
"Thứ 5, 04/06/2026, Ca 2: 09g30-12g00",2026-06-04,09:30,12:00,150,20260604_2,LTK_CBCT,CB060,Thứ 5,Cơ sở 1
"Thứ 5, 04/06/2026, Ca 2: 09g30-12g00",2026-06-04,09:30,12:00,150,20260604_2,LTK_Thư ký,CB017,Thứ 5,Cơ sở 1
"Thứ 5, 04/06/2026, Ca 2: 09g30-12g00",2026-06-04,09:30,12:00,150,20260604_2,LTK_Thư ký,CB016,Thứ 5,Cơ sở 1
"Thứ 5, 04/06/2026, Ca 2: 09g30-12g00",2026-06-04,09:30,12:00,150,20260604_2,LTK_Thư ký,CB024,Thứ 5,Cơ sở 1
"Thứ 5, 04/06/2026, Ca 3: 13g00-15g30",2026-06-04,13:00,15:30,150,20260604_3,DiAn_Thư ký,CB053,Thứ 5,Cơ sở 2
"Thứ 5, 04/06/2026, Ca 3: 13g00-15g30",2026-06-04,13:00,15:30,150,20260604_3,DiAn_Thư ký,CB056,Thứ 5,Cơ sở 2
"Thứ 6, 05/06/2026, Ca 2: 09g30-12g00",2026-06-05,09:30,12:00,150,20260605_2,LTK_CBCT,CB070,Thứ 6,Cơ sở 1
"Thứ 6, 05/06/2026, Ca 2: 09g30-12g00",2026-06-05,09:30,12:00,150,20260605_2,LTK_CBCT,CB012,Thứ 6,Cơ sở 1
"Thứ 6, 05/06/2026, Ca 2: 09g30-12g00",2026-06-05,09:30,12:00,150,20260605_2,LTK_CBCT,CB013,Thứ 6,Cơ sở 1
"Thứ 6, 05/06/2026, Ca 2: 09g30-12g00",2026-06-05,09:30,12:00,150,20260605_2,LTK_CBCT,CB047,Thứ 6,Cơ sở 1
"Thứ 6, 05/06/2026, Ca 2: 09g30-12g00",2026-06-05,09:30,12:00,150,20260605_2,LTK_CBCT,CB015,Thứ 6,Cơ sở 1
"Thứ 6, 05/06/2026, Ca 2: 09g30-12g00",2026-06-05,09:30,12:00,150,20260605_2,LTK_CBCT,CB016,Thứ 6,Cơ sở 1
"Thứ 6, 05/06/2026, Ca 2: 09g30-12g00",2026-06-05,09:30,12:00,150,20260605_2,LTK_CBCT,CB017,Thứ 6,Cơ sở 1
"Thứ 6, 05/06/2026, Ca 2: 09g30-12g00",2026-06-05,09:30,12:00,150,20260605_2,LTK_CBCT,CB018,Thứ 6,Cơ sở 1
"Thứ 6, 05/06/2026, Ca 2: 09g30-12g00",2026-06-05,09:30,12:00,150,20260605_2,LTK_CBCT,CB019,Thứ 6,Cơ sở 1
"Thứ 6, 05/06/2026, Ca 2: 09g30-12g00",2026-06-05,09:30,12:00,150,20260605_2,LTK_CBCT,CB044,Thứ 6,Cơ sở 1
"Thứ 6, 05/06/2026, Ca 2: 09g30-12g00",2026-06-05,09:30,12:00,150,20260605_2,LTK_CBCT,CB021,Thứ 6,Cơ sở 1
"Thứ 6, 05/06/2026, Ca 2: 09g30-12g00",2026-06-05,09:30,12:00,150,20260605_2,LTK_CBCT,CB049,Thứ 6,Cơ sở 1
"Thứ 6, 05/06/2026, Ca 2: 09g30-12g00",2026-06-05,09:30,12:00,150,20260605_2,LTK_CBCT,CB040,Thứ 6,Cơ sở 1
"Thứ 6, 05/06/2026, Ca 2: 09g30-12g00",2026-06-05,09:30,12:00,150,20260605_2,LTK_CBCT,CB023,Thứ 6,Cơ sở 1
"Thứ 6, 05/06/2026, Ca 2: 09g30-12g00",2026-06-05,09:30,12:00,150,20260605_2,LTK_CBCT,CB024,Thứ 6,Cơ sở 1
"Thứ 6, 05/06/2026, Ca 2: 09g30-12g00",2026-06-05,09:30,12:00,150,20260605_2,LTK_CBCT,CB026,Thứ 6,Cơ sở 1
"Thứ 6, 05/06/2026, Ca 2: 09g30-12g00",2026-06-05,09:30,12:00,150,20260605_2,LTK_CBCT,CB030,Thứ 6,Cơ sở 1
"Thứ 6, 05/06/2026, Ca 2: 09g30-12g00",2026-06-05,09:30,12:00,150,20260605_2,LTK_CBCT,CB031,Thứ 6,Cơ sở 1
"Thứ 6, 05/06/2026, Ca 2: 09g30-12g00",2026-06-05,09:30,12:00,150,20260605_2,LTK_CBCT,CB045,Thứ 6,Cơ sở 1
"Thứ 6, 05/06/2026, Ca 2: 09g30-12g00",2026-06-05,09:30,12:00,150,20260605_2,LTK_CBCT,CB033,Thứ 6,Cơ sở 1
"Thứ 6, 05/06/2026, Ca 2: 09g30-12g00",2026-06-05,09:30,12:00,150,20260605_2,LTK_CBCT,CB061,Thứ 6,Cơ sở 1
"Thứ 6, 05/06/2026, Ca 2: 09g30-12g00",2026-06-05,09:30,12:00,150,20260605_2,LTK_CBCT,CB035,Thứ 6,Cơ sở 1
"Thứ 6, 05/06/2026, Ca 3: 13g00-15g30",2026-06-05,13:00,15:30,150,20260605_3,LTK_CBCT,CB036,Thứ 6,Cơ sở 1
"Thứ 6, 05/06/2026, Ca 3: 13g00-15g30",2026-06-05,13:00,15:30,150,20260605_3,LTK_CBCT,CB037,Thứ 6,Cơ sở 1
"Thứ 6, 05/06/2026, Ca 3: 13g00-15g30",2026-06-05,13:00,15:30,150,20260605_3,LTK_CBCT,CB012,Thứ 6,Cơ sở 1
"Thứ 6, 05/06/2026, Ca 3: 13g00-15g30",2026-06-05,13:00,15:30,150,20260605_3,LTK_CBCT,CB068,Thứ 6,Cơ sở 1
"Thứ 6, 05/06/2026, Ca 3: 13g00-15g30",2026-06-05,13:00,15:30,150,20260605_3,LTK_CBCT,CB011,Thứ 6,Cơ sở 1
"Thứ 6, 05/06/2026, Ca 3: 13g00-15g30",2026-06-05,13:00,15:30,150,20260605_3,LTK_CBCT,CB041,Thứ 6,Cơ sở 1
"Thứ 6, 05/06/2026, Ca 3: 13g00-15g30",2026-06-05,13:00,15:30,150,20260605_3,LTK_CBCT,CB016,Thứ 6,Cơ sở 1
"Thứ 6, 05/06/2026, Ca 3: 13g00-15g30",2026-06-05,13:00,15:30,150,20260605_3,LTK_CBCT,CB015,Thứ 6,Cơ sở 1
"Thứ 6, 05/06/2026, Ca 3: 13g00-15g30",2026-06-05,13:00,15:30,150,20260605_3,LTK_CBCT,CB071,Thứ 6,Cơ sở 1
"Thứ 6, 05/06/2026, Ca 3: 13g00-15g30",2026-06-05,13:00,15:30,150,20260605_3,LTK_CBCT,CB032,Thứ 6,Cơ sở 1
"Thứ 6, 05/06/2026, Ca 3: 13g00-15g30",2026-06-05,13:00,15:30,150,20260605_3,LTK_CBCT,CB046,Thứ 6,Cơ sở 1
"Thứ 6, 05/06/2026, Ca 3: 13g00-15g30",2026-06-05,13:00,15:30,150,20260605_3,LTK_CBCT,CB067,Thứ 6,Cơ sở 1
"Thứ 6, 05/06/2026, Ca 3: 13g00-15g30",2026-06-05,13:00,15:30,150,20260605_3,LTK_CBCT,CB048,Thứ 6,Cơ sở 1
"Thứ 6, 05/06/2026, Ca 3: 13g00-15g30",2026-06-05,13:00,15:30,150,20260605_3,LTK_CBCT,CB049,Thứ 6,Cơ sở 1
"Thứ 6, 05/06/2026, Ca 3: 13g00-15g30",2026-06-05,13:00,15:30,150,20260605_3,LTK_CBCT,CB020,Thứ 6,Cơ sở 1
"Thứ 6, 05/06/2026, Ca 3: 13g00-15g30",2026-06-05,13:00,15:30,150,20260605_3,LTK_CBCT,CB050,Thứ 6,Cơ sở 1
"Thứ 6, 05/06/2026, Ca 3: 13g00-15g30",2026-06-05,13:00,15:30,150,20260605_3,LTK_CBCT,CB069,Thứ 6,Cơ sở 1
"Thứ 6, 05/06/2026, Ca 3: 13g00-15g30",2026-06-05,13:00,15:30,150,20260605_3,LTK_CBCT,CB051,Thứ 6,Cơ sở 1
"Thứ 6, 05/06/2026, Ca 3: 13g00-15g30",2026-06-05,13:00,15:30,150,20260605_3,LTK_CBCT,CB022,Thứ 6,Cơ sở 1
"Thứ 6, 05/06/2026, Ca 3: 13g00-15g30",2026-06-05,13:00,15:30,150,20260605_3,LTK_CBCT,CB052,Thứ 6,Cơ sở 1
"Thứ 6, 05/06/2026, Ca 3: 13g00-15g30",2026-06-05,13:00,15:30,150,20260605_3,LTK_CBCT,CB054,Thứ 6,Cơ sở 1
"Thứ 6, 05/06/2026, Ca 3: 13g00-15g30",2026-06-05,13:00,15:30,150,20260605_3,LTK_CBCT,CB055,Thứ 6,Cơ sở 1
"Thứ 6, 05/06/2026, Ca 3: 13g00-15g30",2026-06-05,13:00,15:30,150,20260605_3,LTK_CBCT,CB057,Thứ 6,Cơ sở 1
"Thứ 6, 05/06/2026, Ca 3: 13g00-15g30",2026-06-05,13:00,15:30,150,20260605_3,LTK_CBCT,CB059,Thứ 6,Cơ sở 1
"Thứ 6, 05/06/2026, Ca 3: 13g00-15g30",2026-06-05,13:00,15:30,150,20260605_3,LTK_CBCT,CB060,Thứ 6,Cơ sở 1
"Thứ 6, 05/06/2026, Ca 3: 13g00-15g30",2026-06-05,13:00,15:30,150,20260605_3,LTK_CBCT,CB061,Thứ 6,Cơ sở 1
"Thứ 6, 05/06/2026, Ca 3: 13g00-15g30",2026-06-05,13:00,15:30,150,20260605_3,LTK_CBCT,CB028,Thứ 6,Cơ sở 1
"Thứ 6, 05/06/2026, Ca 3: 13g00-15g30",2026-06-05,13:00,15:30,150,20260605_3,LTK_CBCT,CB029,Thứ 6,Cơ sở 1
"Thứ 6, 05/06/2026, Ca 3: 13g00-15g30",2026-06-05,13:00,15:30,150,20260605_3,LTK_CBCT,CB017,Thứ 6,Cơ sở 1
"Thứ 6, 05/06/2026, Ca 3: 13g00-15g30",2026-06-05,13:00,15:30,150,20260605_3,LTK_CBCT,CB035,Thứ 6,Cơ sở 1
"Thứ 6, 05/06/2026, Ca 4: 15g30-18g00",2026-06-05,15:30,18:00,150,20260605_4,LTK_CBCT,CB059,Thứ 6,Cơ sở 1
"Thứ 6, 05/06/2026, Ca 4: 15g30-18g00",2026-06-05,15:30,18:00,150,20260605_4,LTK_CBCT,CB060,Thứ 6,Cơ sở 1
"Thứ 6, 05/06/2026, Ca 4: 15g30-18g00",2026-06-05,15:30,18:00,150,20260605_4,LTK_CBCT,CB061,Thứ 6,Cơ sở 1
"Thứ 6, 05/06/2026, Ca 4: 15g30-18g00",2026-06-05,15:30,18:00,150,20260605_4,LTK_CBCT,CB028,Thứ 6,Cơ sở 1
"Thứ 6, 05/06/2026, Ca 4: 15g30-18g00",2026-06-05,15:30,18:00,150,20260605_4,LTK_CBCT,CB069,Thứ 6,Cơ sở 1
"Thứ 2, 08/06/2026, Ca 2: 09g30-12g00",2026-06-08,09:30,12:00,150,20260608_2,LTK_CBCT,CB045,Thứ 2,Cơ sở 1
"Thứ 2, 08/06/2026, Ca 2: 09g30-12g00",2026-06-08,09:30,12:00,150,20260608_2,LTK_CBCT,CB037,Thứ 2,Cơ sở 1
"Thứ 2, 08/06/2026, Ca 2: 09g30-12g00",2026-06-08,09:30,12:00,150,20260608_2,LTK_CBCT,CB038,Thứ 2,Cơ sở 1
"Thứ 2, 08/06/2026, Ca 2: 09g30-12g00",2026-06-08,09:30,12:00,150,20260608_2,LTK_CBCT,CB068,Thứ 2,Cơ sở 1
"Thứ 2, 08/06/2026, Ca 2: 09g30-12g00",2026-06-08,09:30,12:00,150,20260608_2,LTK_CBCT,CB002,Thứ 2,Cơ sở 1
"Thứ 2, 08/06/2026, Ca 2: 09g30-12g00",2026-06-08,09:30,12:00,150,20260608_2,LTK_CBCT,CB044,Thứ 2,Cơ sở 1
"Thứ 2, 08/06/2026, Ca 2: 09g30-12g00",2026-06-08,09:30,12:00,150,20260608_2,LTK_CBCT,CB043,Thứ 2,Cơ sở 1
"Thứ 2, 08/06/2026, Ca 2: 09g30-12g00",2026-06-08,09:30,12:00,150,20260608_2,LTK_CBCT,CB039,Thứ 2,Cơ sở 1
"Thứ 2, 08/06/2026, Ca 2: 09g30-12g00",2026-06-08,09:30,12:00,150,20260608_2,LTK_CBCT,CB071,Thứ 2,Cơ sở 1
"Thứ 2, 08/06/2026, Ca 2: 09g30-12g00",2026-06-08,09:30,12:00,150,20260608_2,LTK_CBCT,CB035,Thứ 2,Cơ sở 1
"Thứ 2, 08/06/2026, Ca 2: 09g30-12g00",2026-06-08,09:30,12:00,150,20260608_2,LTK_CBCT,CB032,Thứ 2,Cơ sở 1
"Thứ 2, 08/06/2026, Ca 2: 09g30-12g00",2026-06-08,09:30,12:00,150,20260608_2,LTK_CBCT,CB011,Thứ 2,Cơ sở 1
"Thứ 2, 08/06/2026, Ca 2: 09g30-12g00",2026-06-08,09:30,12:00,150,20260608_2,LTK_CBCT,CB047,Thứ 2,Cơ sở 1
"Thứ 2, 08/06/2026, Ca 2: 09g30-12g00",2026-06-08,09:30,12:00,150,20260608_2,LTK_CBCT,CB072,Thứ 2,Cơ sở 1
"Thứ 2, 08/06/2026, Ca 2: 09g30-12g00",2026-06-08,09:30,12:00,150,20260608_2,LTK_CBCT,CB040,Thứ 2,Cơ sở 1
"Thứ 2, 08/06/2026, Ca 2: 09g30-12g00",2026-06-08,09:30,12:00,150,20260608_2,LTK_CBCT,CB020,Thứ 2,Cơ sở 1
"Thứ 2, 08/06/2026, Ca 2: 09g30-12g00",2026-06-08,09:30,12:00,150,20260608_2,LTK_CBCT,CB050,Thứ 2,Cơ sở 1
"Thứ 2, 08/06/2026, Ca 2: 09g30-12g00",2026-06-08,09:30,12:00,150,20260608_2,LTK_CBCT,CB069,Thứ 2,Cơ sở 1
"Thứ 2, 08/06/2026, Ca 2: 09g30-12g00",2026-06-08,09:30,12:00,150,20260608_2,LTK_CBCT,CB042,Thứ 2,Cơ sở 1
"Thứ 2, 08/06/2026, Ca 2: 09g30-12g00",2026-06-08,09:30,12:00,150,20260608_2,LTK_CBCT,CB027,Thứ 2,Cơ sở 1
"Thứ 2, 08/06/2026, Ca 2: 09g30-12g00",2026-06-08,09:30,12:00,150,20260608_2,LTK_CBCT,CB052,Thứ 2,Cơ sở 1
"Thứ 2, 08/06/2026, Ca 2: 09g30-12g00",2026-06-08,09:30,12:00,150,20260608_2,LTK_CBCT,CB023,Thứ 2,Cơ sở 1
"Thứ 2, 08/06/2026, Ca 2: 09g30-12g00",2026-06-08,09:30,12:00,150,20260608_2,LTK_CBCT,CB016,Thứ 2,Cơ sở 1
"Thứ 2, 08/06/2026, Ca 2: 09g30-12g00",2026-06-08,09:30,12:00,150,20260608_2,LTK_CBCT,CB057,Thứ 2,Cơ sở 1
"Thứ 2, 08/06/2026, Ca 2: 09g30-12g00",2026-06-08,09:30,12:00,150,20260608_2,LTK_CBCT,CB003,Thứ 2,Cơ sở 1
"Thứ 2, 08/06/2026, Ca 2: 09g30-12g00",2026-06-08,09:30,12:00,150,20260608_2,LTK_CBCT,CB026,Thứ 2,Cơ sở 1
"Thứ 2, 08/06/2026, Ca 2: 09g30-12g00",2026-06-08,09:30,12:00,150,20260608_2,LTK_CBCT,CB033,Thứ 2,Cơ sở 1
"Thứ 2, 08/06/2026, Ca 2: 09g30-12g00",2026-06-08,09:30,12:00,150,20260608_2,LTK_CBCT,CB062,Thứ 2,Cơ sở 1
"Thứ 2, 08/06/2026, Ca 2: 09g30-12g00",2026-06-08,09:30,12:00,150,20260608_2,LTK_CBCT,CB058,Thứ 2,Cơ sở 1
"Thứ 2, 08/06/2026, Ca 2: 09g30-12g00",2026-06-08,09:30,12:00,150,20260608_2,LTK_CBCT,CB007,Thứ 2,Cơ sở 1
"Thứ 2, 08/06/2026, Ca 3: 13g00-15g30",2026-06-08,13:00,15:30,150,20260608_3,LTK_CBCT,CB045,Thứ 2,Cơ sở 1
"Thứ 2, 08/06/2026, Ca 3: 13g00-15g30",2026-06-08,13:00,15:30,150,20260608_3,LTK_CBCT,CB037,Thứ 2,Cơ sở 1
"Thứ 2, 08/06/2026, Ca 3: 13g00-15g30",2026-06-08,13:00,15:30,150,20260608_3,LTK_CBCT,CB038,Thứ 2,Cơ sở 1
"Thứ 2, 08/06/2026, Ca 3: 13g00-15g30",2026-06-08,13:00,15:30,150,20260608_3,LTK_CBCT,CB068,Thứ 2,Cơ sở 1
"Thứ 2, 08/06/2026, Ca 3: 13g00-15g30",2026-06-08,13:00,15:30,150,20260608_3,LTK_CBCT,CB064,Thứ 2,Cơ sở 1
"Thứ 2, 08/06/2026, Ca 3: 13g00-15g30",2026-06-08,13:00,15:30,150,20260608_3,LTK_CBCT,CB044,Thứ 2,Cơ sở 1
"Thứ 2, 08/06/2026, Ca 3: 13g00-15g30",2026-06-08,13:00,15:30,150,20260608_3,LTK_CBCT,CB043,Thứ 2,Cơ sở 1
"Thứ 2, 08/06/2026, Ca 3: 13g00-15g30",2026-06-08,13:00,15:30,150,20260608_3,LTK_CBCT,CB039,Thứ 2,Cơ sở 1
"Thứ 2, 08/06/2026, Ca 3: 13g00-15g30",2026-06-08,13:00,15:30,150,20260608_3,LTK_CBCT,CB071,Thứ 2,Cơ sở 1
"Thứ 2, 08/06/2026, Ca 3: 13g00-15g30",2026-06-08,13:00,15:30,150,20260608_3,LTK_CBCT,CB035,Thứ 2,Cơ sở 1
